RecordType,Survey,Country,Institute,Campaign,SurveyPeriod,Ship,Gear,GearDeployment,MeshSize,MeshType,CodendMesh,StationNumber,HaulID,ELHaulFlag,NationalHaulID,Day,Month,Year,Hour,Minute,StartLatitude,StartLongitude,HaulDurationMinutes,HaulDurationSeconds,Distance,WireAngle,WireLength,Netopening,NetopeningArea,FlowEfficiency,NetClogging,FlowmeterType,FlowmeterBrand,FlowIntRevs,FlowIntCalibr,FlowExtRevs,FlowExtCalibr,VolumeFiltInt,ELVolFlag,DepthUpper,DepthLower,DepthBottom,SurTemp,Temp20m,Temp50m,Temp100m,BotTemp,SurSal,Sal20m,BotSal,statrec,Notes,Day/night
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748750,        2019NL031,,20195400131,17,4,2019,9,31,54.33333,7.1405,12,18,1209,,,2,3.141592654,1,1.041639797,EMD,Valeport,10855,8.15,11307,8.54,4184.293038,f,0,37,42,7.6,,,,7.28,33.08,,34.49,37F7,,d
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748751,        2019NL032,,20195400132,17,4,2019,10,34,54.34233,6.824,13,30,1507,,,2,3.141592654,1,1.071480738,EMD,Valeport,10954,8.15,11737,8.54,4222.454716,f,0,34,39,7.66,,,,7.29,34.11,,34.48,37F6,,d
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748752,        2019NL033,,20195400133,17,4,2019,12,18,54.65967,6.64167,10,36,1343,,,2,3.141592654,1,1.045519059,EMD,Valeport,9864,8.15,10313,8.54,3802.29079,f,0,34,40,7.66,,,,7.19,33.55,,34.56,38F6,,d
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748753,        2019NL034,,20195400134,17,4,2019,13,15,54.6545,6.31933,12,6,1475,,,2,3.141592654,1,1.053499738,EMD,Valeport,11458,8.15,12071,8.54,4416.732347,f,0,36,41,7.85,,,,7.19,33.99,,34.58,38F6,,d
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748754,        2019NL035,,20195400135,17,4,2019,15,30,54.27083,6.067,15,54,1423,,,2,3.141592654,1,1.051484046,EMD,Valeport,12567,8.15,13214,8.54,4844.220231,f,0,35,40,7.72,,,,7.7,34.57,,34.58,37F6,,d
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748755,        2019NL036,,20195400136,17,4,2019,16,52,54.272,5.67133,14,48,1110,,,2,3.141592654,1,1.072290233,EMD,Valeport,11191,8.15,12000,8.54,4313.811459,f,0,38,41,7.47,,,,7.34,34.41,,34.39,37F5,,d
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748756,        2019NL037,,20195400137,17,4,2019,18,47,54.6085,5.622,10,42,695,,,2,3.141592654,1,1.059328452,EMD,Valeport,7922,8.15,8392,8.54,3053.705154,f,0,39,44,7.38,,,,7.35,34.74,,34.67,38F5,,d
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748757,        2019NL038,,20195400138,17,4,2019,19,48,54.606,5.30667,11,18,933,,,2,3.141592654,1,1.06987099,EMD,Valeport,8759,8.15,9371,8.54,3376.344792,f,0,40,45,7.37,,,,7.34,34.7,,34.67,38F5,,d
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748758,        2019NL039,,20195400139,17,4,2019,21,25,54.33483,5.15117,10,42,978,,,2,3.141592654,1,1.057340284,EMD,Valeport,8249,8.15,8722,8.54,3179.754332,f,0,40,45,7.35,,,,7.28,34.58,,34.53,37F5,,n
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748759,        2019NL040,,20195400140,17,4,2019,22,26,54.3425,4.81867,10,24,1152,,,2,3.141592654,1,1.055396261,EMD,Valeport,8719,8.15,9202,8.54,3360.925933,f,0,40,46,7.31,,,,7.27,34.58,,34.57,37F4,,n
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748760,        2019NL041,U,20195400141,18,4,2019,0,10,54.658,4.6215,14,30,1743,,,2,3.141592654,1,1.042510608,EMD,Valeport,12491,8.15,13022,8.54,4814.924398,f,0,47,49,7.47,,,,7.41,34.7,,34.7,38F4,,n
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748761,        2019NL042,,20195400142,18,4,2019,1,13,54.65133,4.30483,19,30,2148,,,2,3.141592654,1,1.047099567,EMD,Valeport,17325,8.15,18141,8.54,6678.293587,f,0,45,49,7.41,,,,7.39,34.64,,34.63,38F4,,n
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748762,        2019NL043,,20195400143,18,4,2019,2,56,54.34317,4.15933,10,30,1018,,,2,3.141592654,1,1.053890079,EMD,Valeport,8406,8.15,8859,8.54,3240.273356,f,0,45,50,7.46,,,,7.42,34.65,,34.64,37F4,,n
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748764,        2019NL044,,20195400144,18,4,2019,4,15,54.25233,3.75117,15,12,1189,,,2,3.141592654,1,1.063486465,EMD,Valeport,11341,8.15,12061,8.54,4371.632183,f,0,39,44,7.47,,,,7.47,34.61,,34.59,37F3,,n
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748765,        2019NL045,,20195400145,18,4,2019,5,43,54.15467,3.32233,12,36,863,,,2,3.141592654,1,1.065051977,EMD,Valeport,9331,8.15,9938,8.54,3596.834485,f,0,37,41,7.66,,,,7.67,34.62,,34.57,37F3,,n
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748766,        2019NL046,,20195400146,18,4,2019,7,2,53.893,3.33567,14,48,1486,,,2,3.141592654,1,1.067792162,EMD,Valeport,11432,8.15,12207,8.54,4406.710088,f,0,34,39,7.88,,,,7.88,34.65,,34.61,36F3,,d
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748767,        2019NL047,,20195400147,18,4,2019,8,42,53.73683,3.80117,11,12,1048,,,2,3.141592654,1,1.059438951,EMD,Valeport,8698,8.15,9215,8.54,3352.831031,f,0,34,39,8.03,,,,7.91,34.98,,34.57,36F3,,d
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748768,        2019NL048,,20195400148,18,4,2019,10,1,53.64317,4.15083,11,18,1438,,,2,3.141592654,1,1.05556055,EMD,Valeport,11123,8.15,11741,8.54,4287.599398,f,0,34,39,8.03,,,,7.88,34.41,,34.45,36F4,,d
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748769,        2019NL049,,20195400149,18,4,2019,11,46,53.3265,3.7915,12,12,1500,,,2,3.141592654,1,1.047726161,EMD,Valeport,10225,8.15,10713,8.54,3941.445998,f,0,22,27,8.83,,,,8.47,34.11,,34.45,35F3,,d
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748770,        2019NL050,,20195400150,18,4,2019,13,23,53.25467,3.238,10,36,1064,,,2,3.141592654,1,1.03729706,EMD,Valeport,9116,8.15,9456,8.54,3513.958115,f,0,22,26,8.75,,,,8.69,34.97,,34.91,35F3,,d
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748771,        2019NL051,,20195400151,18,4,2019,14,33,53.1705,2.92483,11,30,590,,,2,3.141592654,1,1.038363171,EMD,Valeport,8993,8.15,9338,8.54,3466.545121,f,0,30,35,9.04,,,,8.99,35.18,,35.03,35F2,,d
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748772,        2019NL052,,20195400152,18,4,2019,16,20,52.83533,2.918,14,24,1179,,,2,3.141592654,1,1.033288206,EMD,Valeport,12557,8.15,12975,8.54,4840.365516,f,0,35,39,8.9,,,,8.91,34.92,,34.9,34F2,,d
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748773,        2019NL053,,20195400153,18,4,2019,17,43,52.75017,3.254,13,6,1147,,,2,3.141592654,1,1.052746419,EMD,Valeport,10541,8.15,11097,8.54,4063.25499,f,0,28,33,9.32,,,,9.3,35.71,,35.1,34F3,,d
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748774,        2019NL054,,20195400154,18,4,2019,19,7,52.6555,3.62633,12,0,1296,,,2,3.141592654,1,1.045536567,EMD,Valeport,9421,8.15,9850,8.54,3631.526919,f,0,27,30,9.13,,,,9.13,35.15,,34.99,34F3,,d
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748775,        2019NL055,,20195400155,18,4,2019,20,41,52.31983,3.60333,11,42,1468,,,2,3.141592654,1,1.049771789,EMD,Valeport,9202,8.15,9660,8.54,3547.108663,f,0,24,32,9.41,,,,9.3,35.29,,34.89,33F3,,d
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748776,        2019NL056,,20195400156,18,4,2019,22,6,52.24233,3.20867,13,48,1553,,,2,3.141592654,1,1.038674033,EMD,Valeport,11765,8.15,12220,8.54,4535.072095,f,0,31,37,9.34,,,,9.34,34.97,,34.96,33F3,,n
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748777,        2019NL057,,20195400157,18,4,2019,23,31,52.23833,2.77267,17,24,1433,,,2,3.141592654,1,1.040233436,EMD,Valeport,14565,8.15,15151,8.54,5614.392271,f,0,40,46,9.42,,,,9.41,35.16,,35.07,33F2,,n
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748778,        2019NL058,,20195400158,19,4,2019,0,42,52.10917,2.56833,10,36,367,,,2,3.141592654,1,1.057458426,EMD,Valeport,8058,8.15,8521,8.54,3106.129277,f,0,40,44,9.34,,,,9.32,35.09,,34.99,33F2,,n
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748779,        2019NL059,,20195400159,19,4,2019,2,22,51.85317,2.384,12,48,0,,,2,3.141592654,1,1.062234957,EMD,Valeport,8725,8.15,9268,8.54,3363.238761,f,0,39,44,9.5,,,,9.5,35.11,,35.03,32F2,,n
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748780,        2019NL060,,20195400160,19,4,2019,4,17,51.70267,2.8855,10,24,860,,,2,3.141592654,1,1.051024455,EMD,Valeport,7565,8.15,7951,8.54,2916.091832,f,0,29,36,9.81,,,,9.81,34.47,,34.44,32F2,,n
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748781,        2019NL061,,20195400161,19,4,2019,5,33,51.68633,3.18683,13,12,1001,,,2,3.141592654,1,1.050582552,EMD,Valeport,10557,8.15,11091,8.54,4069.422534,f,0,27,32,9.76,,,,9.69,33.46,,33.49,32F3,,n
EH,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,748782,        2019NL062,,20195400162,19,4,2019,7,17,51.82,3.60367,10,42,460,,,2,3.141592654,1,1.055421992,EMD,Valeport,7903,8.15,8341,8.54,3046.381196,f,0,22,27,9.43,,,,9.45,33.07,,32.92,32F3,,d
EH,DRS,NO,,,,58J1,MRN2,,1600,,,,338,,,25,4,2019,18,35,56.7382,7.74567,,,,,,,,,,,,,,,,4767,,,33,33,,,,,,,,,,,d
EH,DRS,NO,,,,58J1,MRN2,,1600,,,,339,,,25,4,2019,22,30,56.2328,7.74267,,,,,,,,,,,,,,,,5083,,,26,27,,,,,,,,,,,n
EH,DRS,NO,,,,58J1,MRN2,,1600,,,,345,,,26,4,2019,5,2,56.2657,7.24917,,,,,,,,,,,,,,,,4450,,,32,31,,,,,,,,,,,n
EH,DRS,NO,,,,58J1,MRN2,,1600,,,,346,,,26,4,2019,8,35,56.7533,7.2225,,,,,,,,,,,,,,,,4712,,,32,31,,,,,,,,,,,d
EH,DRS,NO,,,,58J1,MRN2,,1600,,,,347,,,26,4,2019,10,46,56.7358,6.749,,,,,,,,,,,,,,,,4740,,,42,42,,,,,,,,,,,d
EH,DRS,NO,,,,58J1,MRN2,,1600,,,,348,,,26,4,2019,14,30,56.2505,6.75133,,,,,,,,,,,,,,,,3685,,,38,39,,,,,,,,,,,d
EH,DRS,NO,,,,58J1,MRN2,,1600,,,,349,,,26,4,2019,16,45,56.2487,6.24917,,,,,,,,,,,,,,,,3240,,,44,40,,,,,,,,,,,d
EH,DRS,NO,,,,58J1,MRN2,,1600,,,,350,,,26,4,2019,21,10,56.7508,6.24933,,,,,,,,,,,,,,,,4412,,,48,48,,,,,,,,,,,n
EH,DRS,NO,,,,58J1,MRN2,,1600,,,,351,,,26,4,2019,23,20,56.749,5.75083,,,,,,,,,,,,,,,,3884,,,57,56,,,,,,,,,,,n
EH,DRS,NO,,,,58J1,MRN2,,1600,,,,352,,,27,4,2019,3,10,56.2523,5.75067,,,,,,,,,,,,,,,,3697,,,50,50,,,,,,,,,,,n
EH,DRS,NO,,,,58J1,MRN2,,1600,,,,353,,,27,4,2019,7,0,55.8333,5.58383,,,,,,,,,,,,,,,,4245,,,50,51,,,,,,,,,,,d
EH,DRS,NO,,,,58J1,MRN2,,1600,,,,354,,,27,4,2019,11,0,56.2487,5.251,,,,,,,,,,,,,,,,3130,,,55,55,,,,,,,,,,,d
EH,DRS,NO,,,,58J1,MRN2,,1600,,,,355,,,27,4,2019,14,55,56.7508,5.24933,,,,,,,,,,,,,,,,4204,,,57,59,,,,,,,,,,,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033370,2021NL5400121 ,  ,20215400121,19,4,2021,10,11,52.25517,4.25733,12,12,1148,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10190,8.25,10826,8.67,3880.342927,f ,0,13,19,7.65,  ,  ,  ,7.65,31.12,  ,31.23,33F4 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033371,2021NL5400122 ,  ,20215400122,19,4,2021,12,41,52.7535,4.23767,12,24,796,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9295,8.25,9903,8.67,3539.527724,f ,0,19,24,7.92,  ,  ,  ,7.81,34.84,  ,34.85,34F4 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033372,2021NL5400123 ,  ,20215400123,19,4,2021,15,4,53.13683,4.44267,11,54,783,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9275,8.25,9939,8.67,3531.911741,f ,0,22,29,7.79,  ,  ,  ,7.6,33.69,  ,34.03,35F4 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033373,2021NL5400124 ,  ,20215400124,19,4,2021,16,20,53.33633,4.60417,11,18,803,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8128,8.25,8702,8.67,3095.135163,f ,0,19,26,7.71,  ,  ,  ,7.67,33.99,  ,34.01,35F4 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033369,2021NL5400125 ,  ,20215400125,19,4,2021,18,17,53.667,4.838,15,24,1086,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,11597,8.25,12564,8.67,4416.127274,f ,0,25,32,7.33,  ,  ,  ,6.67,34.33,  ,34.28,36F4 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033374,2021NL5400126 ,  ,20215400126,19,4,2021,19,43,53.75167,5.242,12,30,896,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8901,8.25,9671,8.67,3389.492874,f ,0,26,33,7.38,  ,  ,  ,7.35,34.43,  ,34.4,36F5 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033375,2021NL5400127 ,  ,20215400127,19,4,2021,21,21,53.76833,5.735,12,36,887,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8936,8.25,9676,8.67,3402.820843,f ,0,25,29,7.37,  ,  ,  ,7.31,34.11,  ,34.16,36F5 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033376,2021NL5400128 ,  ,20215400128,19,4,2021,23,15,53.75067,6.318,13,18,940,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10848,8.25,11680,8.67,4130.908741,f ,0,18,25,7.3,  ,  ,  ,6.93,31.66,  ,32.19,36F6 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033377,2021NL5400129 ,  ,20215400129,20,4,2021,0,33,53.8185,6.72083,12,12,860,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9515,8.25,10138,8.67,3623.303528,f ,0,18,22,7.09,  ,  ,  ,7,31.48,  ,31.67,36F6 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033378,2021NL5400130 ,  ,20215400130,20,4,2021,2,3,53.88767,7.22133,11,30,810,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8720,8.25,9403,8.67,3320.568236,f ,0,19,25,6.89,  ,  ,  ,6.77,31.18,  ,31.39,36F7 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033379,2021NL5400131 ,  ,20215400131,20,4,2021,4,49,54.2575,7.61683,11,18,801,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8756,8.25,9464,8.67,3334.277003,f ,0,34,40,7.52,  ,  ,  ,5.43,31.19,  ,32.83,37F7 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033380,2021NL5400132 ,  ,20215400132,20,4,2021,6,52,54.722,7.52517,11,54,839,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10669,8.25,11538,8.67,4062.7457,f ,0,19,24,6.37,  ,  ,  ,6.11,31.43,  ,31.58,38F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033381,2021NL5400133 ,  ,20215400133,20,4,2021,9,16,55.25533,7.62333,13,0,919,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10450,8.25,11277,8.67,3979.350695,f ,0,18,25,7.43,  ,  ,  ,6.23,31.61,  ,32.97,39F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033382,2021NL5400134 ,  ,20215400134,20,4,2021,11,23,55.67467,7.42533,11,6,781,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8493,8.25,9208,8.67,3234.126838,f ,0,12,19,6.57,  ,  ,  ,6.52,33.05,  ,33.03,40F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033383,2021NL5400135 ,  ,20215400135,20,4,2021,12,14,55.75217,7.22433,10,30,743,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,7893,8.25,8534,8.67,3005.647372,f ,0,23,31,6.08,  ,  ,  ,5.85,33.53,  ,33.67,40F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033384,2021NL5400136 ,  ,20215400136,20,4,2021,13,50,55.75133,6.75167,13,24,967,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10095,8.25,10842,8.67,3844.167011,f ,0,30,37,6.9,  ,  ,  ,5.71,34.15,  ,34.46,40F6 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033385,2021NL5400137 ,  ,20215400137,20,4,2021,15,19,55.74267,6.2335,10,48,769,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,7692,8.25,8205,8.67,2929.106751,f ,0,40,46,6.87,  ,  ,  ,5.64,34.74,  ,34.69,40F6 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033386,2021NL5400138 ,  ,20215400138,20,4,2021,16,45,55.68867,5.75383,11,36,820,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8674,8.25,9330,8.67,3303.051477,f ,0,44,51,7.4,  ,  ,  ,5.84,34.51,  ,34.62,40F5 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033387,2021NL5400139 ,  ,20215400139,20,4,2021,18,6,55.5595,5.322,14,18,1011,  ,  ,2,3.141592654,1,  ,EMD ,Valeport ,11774,8.25,  ,8.67,4483.528716,f ,0,43,49,6.86,  ,  ,  ,5.83,34.31,  ,34.6,40F5 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033388,2021NL5400140 ,  ,20215400140,20,4,2021,19,39,55.341,4.97533,10,54,769,  ,  ,2,3.141592654,1,  ,EMD ,Valeport ,8052,8.25,  ,8.67,3066.19443,f ,0,42,49,7.29,  ,  ,  ,5.89,34.65,  ,34.54,39F4 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033389,2021NL5400141 ,  ,20215400141,20,4,2021,20,34,55.25933,5.22017,10,36,750,  ,  ,2,3.141592654,1,  ,EMD ,Valeport ,7683,8.25,  ,8.67,2925.679559,f ,0,35,42,6.86,  ,  ,  ,6.08,34.55,  ,34.5,39F5 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033426,2021NL5400142 ,  ,20215400142,20,4,2021,22,8,55.25133,5.77133,11,42,828,  ,  ,2,3.141592654,1,  ,EMD ,Valeport ,8655,8.25,  ,8.67,3295.816293,f ,0,40,47,6.75,  ,  ,  ,5.95,34.22,  ,34.56,39F5 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033390,2021NL5400143 ,  ,20215400143,20,4,2021,23,37,55.23933,6.2545,11,48,836,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9667,8.25,10045,8.67,3681.184992,f ,0,42,48,6.67,  ,  ,  ,5.82,34.12,  ,34.39,39F6 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033391,2021NL5400144 ,  ,20215400144,21,4,2021,1,17,55.05833,6.805,10,42,769,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9010,8.25,9390,8.67,3430.999977,f ,0,32,38,6.8,  ,  ,  ,6,33.97,  ,34.14,39F6 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033392,2021NL5400145 ,  ,20215400145,21,4,2021,2,30,54.991,7.19067,12,54,909,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10311,8.25,10743,8.67,3926.419619,f ,0,25,31,6.4,  ,  ,  ,6.04,33.47,  ,33.66,38F7 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033393,2021NL5400146 ,  ,20215400146,21,4,2021,3,45,54.74033,7.15017,12,30,878,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10464,8.25,11088,8.67,3984.681883,f ,0,23,30,6.82,  ,  ,  ,5.78,32.1,  ,33.06,38F7 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033394,2021NL5400147 ,  ,20215400147,21,4,2021,5,45,54.33383,7.13967,14,0,990,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10071,8.25,10632,8.67,3835.027833,f ,0,35,41,7.78,  ,  ,  ,5.87,33.2,  ,33.47,37F7 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033395,2021NL5400148 ,  ,20215400148,21,4,2021,6,35,54.35283,6.975,13,36,957,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10467,8.25,10872,8.67,3985.82428,f ,0,33,40,6.12,  ,  ,  ,5.94,33.14,  ,33.3,37F6 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033396,2021NL5400149 ,  ,20215400149,21,4,2021,8,47,54.65867,6.619,14,12,1324,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,11721,8.25,12295,8.67,4463.346363,f ,0,33,40,7.36,  ,  ,  ,5.94,33.74,  ,33.79,38F6 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033397,2021NL5400150 ,  ,20215400150,21,4,2021,9,49,54.65417,6.318,10,30,971,  ,  ,2,3.141592654,1,  ,EMD ,Valeport ,8810,8.25,  ,8.67,3354.840155,f ,0,36,41,6.91,  ,  ,  ,6.16,33.47,  ,33.91,38F6 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033398,2021NL5400151 ,  ,20215400151,21,4,2021,11,53,54.25433,6.11733,17,24,1619,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,14234,8.25,14867,8.67,5420.294526,f ,0,33,40,7.83,  ,  ,  ,6.55,33.36,  ,34.13,37F6 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033399,2021NL5400152 ,  ,20215400152,21,4,2021,13,28,54.28783,5.68483,17,12,1585,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,14275,8.25,15437,8.67,5435.907289,f ,0,34,40,8.13,  ,  ,  ,6.49,33.7,  ,34.47,37F5 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033400,2021NL5400153 ,  ,20215400153,21,4,2021,15,31,54.61683,5.6095,16,48,1548,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,13155,8.25,14377,8.67,5009.412287,f ,0,38,44,8.06,  ,  ,  ,6.13,33.81,  ,34.31,38F5 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033401,2021NL5400154 ,  ,20215400154,21,4,2021,16,39,54.617,5.30583,10,48,1027,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,7999,8.25,8964,8.67,3046.012078,f ,0,38,46,7.32,  ,  ,  ,6.14,34.41,  ,34.48,38F5 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033402,2021NL5400155 ,  ,20215400155,21,4,2021,18,11,54.33583,5.15317,11,36,1065,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9188,8.25,9788,8.67,3498.782219,f ,0,39,45,7.74,  ,  ,  ,6.44,34.4,  ,34.47,37F5 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033403,2021NL5400156 ,  ,20215400156,21,4,2021,19,15,54.32417,4.8365,17,12,1606,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,13905,8.25,14892,8.67,5295.011619,f ,0,39,46,7.21,  ,  ,  ,6.56,34.47,  ,34.54,37F4 , ,d
