RecordType,HaulID,Species,ELSampleFlag ,IndividualNumber,Length,DevScale,DevStage,Number,SubFactor,SpecIdentMethod ,OilGlobulesFlag ,OilGlobulesNumber ,OilGlobulesDiam,PreservationMethod,Notes,
EM,        2018NL044,Clupea harengus,LV,,25,MN1,l,7,2.64,visual,N,,,Fresh,,
EM,        2018NL044,Clupea harengus,LV,,27,MN1,l,6,2.64,visual,N,,,Fresh,,
EM,        2018NL044,Clupea harengus,LV,,28,MN1,l,17,2.64,visual,N,,,Fresh,,
EM,        2018NL044,Clupea harengus,LV,,29,MN1,l,5,2.64,visual,N,,,Fresh,,
EM,        2018NL044,Clupea harengus,LV,,30,MN1,l,4,2.64,visual,N,,,Fresh,,
EM,        2018NL044,Clupea harengus,LV,,31,MN1,l,2,2.64,visual,N,,,Fresh,,
EM,        2018NL044,Clupea harengus,LV,,32,MN1,l,1,2.64,visual,N,,,Fresh,,
EM,        2018NL044,Clupea harengus,LV,,38,MN1,l,1,2.64,visual,N,,,Fresh,,
EM,        2018NL044,Clupea harengus,LV,,0,MN1,l,20,6.6,visual,N,,,Fresh,Larvae damaged could not be measured,
EM,        2018NL045,Clupea harengus,LV,,21,MN1,l,2,1,visual,N,,,F4B,,
EM,        2018NL045,Clupea harengus,LV,,23,MN1,l,2,1,visual,N,,,F4B,,
EM,        2018NL045,Clupea harengus,LV,,24,MN1,l,2,1,visual,N,,,F4B,,
EM,        2018NL045,Clupea harengus,LV,,25,MN1,l,5,1,visual,N,,,F4B,,
EM,        2018NL045,Clupea harengus,LV,,26,MN1,l,2,1,visual,N,,,F4B,,
EM,        2018NL045,Clupea harengus,LV,,27,MN1,l,2,1,visual,N,,,F4B,,
EM,        2018NL045,Clupea harengus,LV,,28,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL045,Clupea harengus,LV,,29,MN1,l,3,1,visual,N,,,F4B,,
EM,        2018NL045,Clupea harengus,LV,,31,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL045,Clupea harengus,LV,,0,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL050,Clupea harengus,LV,,15,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL050,Clupea harengus,LV,,21,MN1,l,2,1,visual,N,,,F4B,,
EM,        2018NL050,Clupea harengus,LV,,22,MN1,l,2,1,visual,N,,,F4B,,
EM,        2018NL050,Clupea harengus,LV,,23,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL050,Clupea harengus,LV,,24,MN1,l,2,1,visual,N,,,F4B,,
EM,        2018NL050,Clupea harengus,LV,,26,MN1,l,2,1,visual,N,,,F4B,,
EM,        2018NL050,Clupea harengus,LV,,27,MN1,l,4,1,visual,N,,,F4B,,
EM,        2018NL050,Clupea harengus,LV,,28,MN1,l,2,1,visual,N,,,F4B,,
EM,        2018NL050,Clupea harengus,LV,,0,MN1,l,23,1,visual,N,,,F4B,Larvae damaged could not be measured,
EM,        2018NL051,Clupea harengus,LV,,17,MN1,l,1,1.865384615,visual,N,,,Fresh,,
EM,        2018NL051,Clupea harengus,LV,,18,MN1,l,1,1.865384615,visual,N,,,Fresh,,
EM,        2018NL051,Clupea harengus,LV,,21,MN1,l,1,1.865384615,visual,N,,,Fresh,,
EM,        2018NL051,Clupea harengus,LV,,22,MN1,l,4,1.865384615,visual,N,,,Fresh,,
EM,        2018NL051,Clupea harengus,LV,,23,MN1,l,8,1.865384615,visual,N,,,Fresh,,
EM,        2018NL051,Clupea harengus,LV,,24,MN1,l,4,1.865384615,visual,N,,,Fresh,,
EM,        2018NL051,Clupea harengus,LV,,25,MN1,l,10,1.865384615,visual,N,,,Fresh,,
EM,        2018NL051,Clupea harengus,LV,,26,MN1,l,10,1.865384615,visual,N,,,Fresh,,
EM,        2018NL051,Clupea harengus,LV,,27,MN1,l,8,1.865384615,visual,N,,,Fresh,,
EM,        2018NL051,Clupea harengus,LV,,28,MN1,l,1,1.865384615,visual,N,,,Fresh,,
EM,        2018NL051,Clupea harengus,LV,,29,MN1,l,1,1.865384615,visual,N,,,Fresh,,
EM,        2018NL051,Clupea harengus,LV,,30,MN1,l,1,1.865384615,visual,N,,,Fresh,,
EM,        2018NL051,Clupea harengus,LV,,0,MN1,l,20,1,visual,N,,,Fresh,Larvae damaged could not be measured,
EM,        2018NL052,Clupea harengus,LV,,20,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL052,Clupea harengus,LV,,22,MN1,l,4,1,visual,N,,,F4B,,
EM,        2018NL052,Clupea harengus,LV,,23,MN1,l,5,1,visual,N,,,F4B,,
EM,        2018NL052,Clupea harengus,LV,,24,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL052,Clupea harengus,LV,,25,MN1,l,7,1,visual,N,,,F4B,,
EM,        2018NL052,Clupea harengus,LV,,26,MN1,l,2,1,visual,N,,,F4B,,
EM,        2018NL052,Clupea harengus,LV,,27,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL052,Clupea harengus,LV,,28,MN1,l,8,1,visual,N,,,F4B,,
EM,        2018NL052,Clupea harengus,LV,,29,MN1,l,2,1,visual,N,,,F4B,,
EM,        2018NL052,Clupea harengus,LV,,33,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL052,Clupea harengus,LV,,0,MN1,l,2,1,visual,N,,,F4B,Larvae damaged could not be measured,
EM,        2018NL053,Clupea harengus,LV,,24,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2018NL053,Clupea harengus,LV,,25,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2018NL054,Clupea harengus,LV,,23,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL054,Clupea harengus,LV,,24,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL054,Clupea harengus,LV,,25,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL054,Clupea harengus,LV,,0,MN1,l,2,1,visual,N,,,F4B,Larvae damaged could not be measured,
EM,        2018NL055,Clupea harengus,LV,,20,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL055,Clupea harengus,LV,,22,MN1,l,3,1,visual,N,,,F4B,,
EM,        2018NL055,Clupea harengus,LV,,23,MN1,l,5,1,visual,N,,,F4B,,
EM,        2018NL055,Clupea harengus,LV,,24,MN1,l,7,1,visual,N,,,F4B,,
EM,        2018NL055,Clupea harengus,LV,,25,MN1,l,7,1,visual,N,,,F4B,,
EM,        2018NL055,Clupea harengus,LV,,26,MN1,l,5,1,visual,N,,,F4B,,
EM,        2018NL055,Clupea harengus,LV,,27,MN1,l,7,1,visual,N,,,F4B,,
EM,        2018NL055,Clupea harengus,LV,,28,MN1,l,6,1,visual,N,,,F4B,,
EM,        2018NL055,Clupea harengus,LV,,29,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL055,Clupea harengus,LV,,33,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL056,Clupea harengus,LV,,21,MN1,l,4,2.08,visual,N,,,F4B,,
EM,        2018NL056,Clupea harengus,LV,,22,MN1,l,7,2.08,visual,N,,,F4B,,
EM,        2018NL056,Clupea harengus,LV,,23,MN1,l,9,2.08,visual,N,,,F4B,,
EM,        2018NL056,Clupea harengus,LV,,24,MN1,l,12,2.08,visual,N,,,F4B,,
EM,        2018NL056,Clupea harengus,LV,,25,MN1,l,13,2.08,visual,N,,,F4B,,
EM,        2018NL056,Clupea harengus,LV,,26,MN1,l,1,2.08,visual,N,,,F4B,,
EM,        2018NL056,Clupea harengus,LV,,27,MN1,l,1,2.08,visual,N,,,F4B,,
EM,        2018NL056,Clupea harengus,LV,,28,MN1,l,2,2.08,visual,N,,,F4B,,
EM,        2018NL056,Clupea harengus,LV,,29,MN1,l,1,2.08,visual,N,,,F4B,,
EM,        2018NL057,Clupea harengus,LV,,24,MN1,l,1,23.16,visual,N,,,F4B,,
EM,        2018NL057,Clupea harengus,LV,,25,MN1,l,1,23.16,visual,N,,,F4B,,
EM,        2018NL057,Clupea harengus,LV,,26,MN1,l,1,23.16,visual,N,,,F4B,,
EM,        2018NL057,Clupea harengus,LV,,27,MN1,l,1,23.16,visual,N,,,F4B,,
EM,        2018NL057,Clupea harengus,LV,,28,MN1,l,1,23.16,visual,N,,,F4B,,
EM,        2018NL057,Clupea harengus,LV,,29,MN1,l,5,23.16,visual,N,,,F4B,,
EM,        2018NL057,Clupea harengus,LV,,30,MN1,l,7,23.16,visual,N,,,F4B,,
EM,        2018NL057,Clupea harengus,LV,,31,MN1,l,7,23.16,visual,N,,,F4B,,
EM,        2018NL057,Clupea harengus,LV,,32,MN1,l,13,23.16,visual,N,,,F4B,,
EM,        2018NL057,Clupea harengus,LV,,33,MN1,l,4,23.16,visual,N,,,F4B,,
EM,        2018NL057,Clupea harengus,LV,,34,MN1,l,6,23.16,visual,N,,,F4B,,
EM,        2018NL057,Clupea harengus,LV,,35,MN1,l,3,23.16,visual,N,,,F4B,,
EM,        2018NL058,Clupea harengus,LV,,18,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL058,Clupea harengus,LV,,21,MN1,l,2,1,visual,N,,,F4B,,
EM,        2018NL058,Clupea harengus,LV,,24,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL058,Clupea harengus,LV,,28,MN1,l,2,1,visual,N,,,F4B,,
EM,        2018NL058,Clupea harengus,LV,,31,MN1,l,2,1,visual,N,,,F4B,,
EM,        2018NL058,Clupea harengus,LV,,33,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL058,Clupea harengus,LV,,38,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL058,Clupea harengus,LV,,40,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL058,Clupea harengus,LV,,0,MN1,l,14,1,visual,N,,,F4B,Larvae damaged could not be measured,
EM,        2018NL059,Clupea harengus,LV,,25,MN1,l,1,11.2,visual,N,,,F4B,,
EM,        2018NL059,Clupea harengus,LV,,26,MN1,l,1,11.2,visual,N,,,F4B,,
EM,        2018NL059,Clupea harengus,LV,,27,MN1,l,6,11.2,visual,N,,,F4B,,
EM,        2018NL059,Clupea harengus,LV,,28,MN1,l,2,11.2,visual,N,,,F4B,,
EM,        2018NL059,Clupea harengus,LV,,29,MN1,l,10,11.2,visual,N,,,F4B,,
EM,        2018NL059,Clupea harengus,LV,,30,MN1,l,14,11.2,visual,N,,,F4B,,
EM,        2018NL059,Clupea harengus,LV,,31,MN1,l,12,11.2,visual,N,,,F4B,,
EM,        2018NL059,Clupea harengus,LV,,32,MN1,l,2,11.2,visual,N,,,F4B,,
EM,        2018NL059,Clupea harengus,LV,,33,MN1,l,2,11.2,visual,N,,,F4B,,
EM,        2018NL060,Clupea harengus,LV,,25,MN1,l,1,11.66666667,visual,N,,,F4B,,
EM,        2018NL060,Clupea harengus,LV,,26,MN1,l,3,11.66666667,visual,N,,,F4B,,
EM,        2018NL060,Clupea harengus,LV,,27,MN1,l,7,11.66666667,visual,N,,,F4B,,
EM,        2018NL060,Clupea harengus,LV,,28,MN1,l,13,11.66666667,visual,N,,,F4B,,
EM,        2018NL060,Clupea harengus,LV,,29,MN1,l,8,11.66666667,visual,N,,,F4B,,
EM,        2018NL060,Clupea harengus,LV,,30,MN1,l,7,11.66666667,visual,N,,,F4B,,
EM,        2018NL060,Clupea harengus,LV,,31,MN1,l,5,11.66666667,visual,N,,,F4B,,
EM,        2018NL060,Clupea harengus,LV,,32,MN1,l,4,11.66666667,visual,N,,,F4B,,
EM,        2018NL060,Clupea harengus,LV,,33,MN1,l,1,11.66666667,visual,N,,,F4B,,
EM,        2018NL060,Clupea harengus,LV,,34,MN1,l,1,11.66666667,visual,N,,,F4B,,
EM,        2018NL061,Clupea harengus,LV,,22,MN1,l,1,3.58,visual,N,,,F4B,,
EM,        2018NL061,Clupea harengus,LV,,23,MN1,l,2,3.58,visual,N,,,F4B,,
EM,        2018NL061,Clupea harengus,LV,,24,MN1,l,4,3.58,visual,N,,,F4B,,
EM,        2018NL061,Clupea harengus,LV,,25,MN1,l,8,3.58,visual,N,,,F4B,,
EM,        2018NL061,Clupea harengus,LV,,26,MN1,l,10,3.58,visual,N,,,F4B,,
EM,        2018NL061,Clupea harengus,LV,,27,MN1,l,5,3.58,visual,N,,,F4B,,
EM,        2018NL061,Clupea harengus,LV,,28,MN1,l,10,3.58,visual,N,,,F4B,,
EM,        2018NL061,Clupea harengus,LV,,29,MN1,l,4,3.58,visual,N,,,F4B,,
EM,        2018NL061,Clupea harengus,LV,,30,MN1,l,4,3.58,visual,N,,,F4B,,
EM,        2018NL061,Clupea harengus,LV,,31,MN1,l,1,3.58,visual,N,,,F4B,,
EM,        2018NL061,Clupea harengus,LV,,33,MN1,l,1,3.58,visual,N,,,F4B,,
EM,        2018NL062,Clupea harengus,LV,,20,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL062,Clupea harengus,LV,,21,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL062,Clupea harengus,LV,,22,MN1,l,2,1,visual,N,,,F4B,,
EM,        2018NL062,Clupea harengus,LV,,23,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL062,Clupea harengus,LV,,24,MN1,l,4,1,visual,N,,,F4B,,
EM,        2018NL062,Clupea harengus,LV,,25,MN1,l,5,1,visual,N,,,F4B,,
EM,        2018NL062,Clupea harengus,LV,,26,MN1,l,6,1,visual,N,,,F4B,,
EM,        2018NL062,Clupea harengus,LV,,27,MN1,l,2,1,visual,N,,,F4B,,
EM,        2018NL062,Clupea harengus,LV,,28,MN1,l,2,1,visual,N,,,F4B,,
EM,        2018NL062,Clupea harengus,LV,,29,MN1,l,2,1,visual,N,,,F4B,,
EM,        2018NL062,Clupea harengus,LV,,31,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL062,Clupea harengus,LV,,32,MN1,l,1,1,visual,N,,,F4B,,
EM,        2018NL062,Clupea harengus,LV,,0,MN1,l,7,1,visual,N,,,F4B,Larvae damaged could not be measured,
EM,        2019NL001,Clupea harengus,LV,,21,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL001,Clupea harengus,LV,,22,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL001,Clupea harengus,LV,,23,MN1,l,2,1,visual,N,,,F4B,,
EM,        2019NL001,Clupea harengus,LV,,24,MN1,l,5,1,visual,N,,,F4B,,
EM,        2019NL001,Clupea harengus,LV,,26,MN1,l,2,1,visual,N,,,F4B,,
EM,        2019NL001,Clupea harengus,LV,,27,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL001,Clupea harengus,LV,,28,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL002,Clupea harengus,LV,,21,MN1,l,2,1,visual,N,,,Fresh,,
EM,        2019NL002,Clupea harengus,LV,,22,MN1,l,2,1,visual,N,,,Fresh,,
EM,        2019NL002,Clupea harengus,LV,,23,MN1,l,4,1,visual,N,,,Fresh,,
EM,        2019NL002,Clupea harengus,LV,,24,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL002,Clupea harengus,LV,,25,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL002,Clupea harengus,LV,,26,MN1,l,2,1,visual,N,,,Fresh,,
EM,        2019NL003,Clupea harengus,LV,,23,MN1,l,2,1,visual,N,,,Fresh,,
EM,        2019NL003,Clupea harengus,LV,,27,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL003,Clupea harengus,LV,,31,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL003,Clupea harengus,LV,,0,MN1,l,4,1,visual,N,,,Fresh,Larvae damaged could not be measured,
EM,        2019NL004,Clupea harengus,LV,,9,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL004,Clupea harengus,LV,,10,MN1,l,2,1,visual,N,,,Fresh,,
EM,        2019NL004,Clupea harengus,LV,,12,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL004,Clupea harengus,LV,,21,MN1,l,2,1,visual,N,,,Fresh,,
EM,        2019NL004,Clupea harengus,LV,,22,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL004,Clupea harengus,LV,,23,MN1,l,2,1,visual,N,,,Fresh,,
EM,        2019NL004,Clupea harengus,LV,,24,MN1,l,8,1,visual,N,,,Fresh,,
EM,        2019NL004,Clupea harengus,LV,,25,MN1,l,4,1,visual,N,,,Fresh,,
EM,        2019NL004,Clupea harengus,LV,,26,MN1,l,5,1,visual,N,,,Fresh,,
EM,        2019NL004,Clupea harengus,LV,,27,MN1,l,2,1,visual,N,,,Fresh,,
EM,        2019NL004,Clupea harengus,LV,,28,MN1,l,2,1,visual,N,,,Fresh,,
EM,        2019NL004,Clupea harengus,LV,,29,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL004,Clupea harengus,LV,,30,MN1,l,2,1,visual,N,,,Fresh,,
EM,        2019NL004,Clupea harengus,LV,,32,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL004,Clupea harengus,LV,,0,MN1,l,4,1,visual,N,,,Fresh,Larvae damaged could not be measured,
EM,        2019NL005,Clupea harengus,LV,,11,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL005,Clupea harengus,LV,,21,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL005,Clupea harengus,LV,,23,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL005,Clupea harengus,LV,,25,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL005,Clupea harengus,LV,,26,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL005,Clupea harengus,LV,,27,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL005,Clupea harengus,LV,,28,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL005,Clupea harengus,LV,,29,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL005,Clupea harengus,LV,,25,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL005,Clupea harengus,LV,,0,MN1,l,4,1,visual,N,,,Fresh,Larvae damaged could not be measured,
EM,        2019NL006,Clupea harengus,LV,,23,MN1,l,2,1,visual,N,,,F4B,,
EM,        2019NL006,Clupea harengus,LV,,24,MN1,l,2,1,visual,N,,,F4B,,
EM,        2019NL006,Clupea harengus,LV,,27,MN1,l,2,1,visual,N,,,F4B,,
EM,        2019NL006,Clupea harengus,LV,,28,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL007,Clupea harengus,LV,,22,MN1,l,1,1.94,visual,N,,,F4B,,
EM,        2019NL007,Clupea harengus,LV,,26,MN1,l,1,1.94,visual,N,,,F4B,,
EM,        2019NL007,Clupea harengus,LV,,27,MN1,l,2,1.94,visual,N,,,F4B,,
EM,        2019NL007,Clupea harengus,LV,,28,MN1,l,2,1.94,visual,N,,,F4B,,
EM,        2019NL007,Clupea harengus,LV,,29,MN1,l,1,1.94,visual,N,,,F4B,,
EM,        2019NL007,Clupea harengus,LV,,30,MN1,l,6,1.94,visual,N,,,F4B,,
EM,        2019NL007,Clupea harengus,LV,,31,MN1,l,2,1.94,visual,N,,,F4B,,
EM,        2019NL007,Clupea harengus,LV,,32,MN1,l,7,1.94,visual,N,,,F4B,,
EM,        2019NL007,Clupea harengus,LV,,33,MN1,l,5,1.94,visual,N,,,F4B,,
EM,        2019NL007,Clupea harengus,LV,,34,MN1,l,5,1.94,visual,N,,,F4B,,
EM,        2019NL007,Clupea harengus,LV,,35,MN1,l,7,1.94,visual,N,,,F4B,,
EM,        2019NL007,Clupea harengus,LV,,36,MN1,l,1,1.94,visual,N,,,F4B,,
EM,        2019NL007,Clupea harengus,LV,,38,MN1,l,3,1.94,visual,N,,,F4B,,
EM,        2019NL007,Clupea harengus,LV,,40,MN1,l,1,1.94,visual,N,,,F4B,,
EM,        2019NL007,Clupea harengus,LV,,41,MN1,l,1,1.94,visual,N,,,F4B,,
EM,        2019NL008,Clupea harengus,LV,,31,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL008,Clupea harengus,LV,,34,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL008,Clupea harengus,LV,,35,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL008,Clupea harengus,LV,,36,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL008,Clupea harengus,LV,,37,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL008,Clupea harengus,LV,,38,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL008,Clupea harengus,LV,,40,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL008,Clupea harengus,LV,,28,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL008,Clupea harengus,LV,,0,MN1,l,2,1,visual,N,,,Fresh,Larvae damaged could not be measured,
EM,        2019NL010,Clupea harengus,LV,,0,MN1,l,1,1,visual,N,,,Fresh,Larvae damaged could not be measured,
EM,        2019NL011,Clupea harengus,LV,,31,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL011,Clupea harengus,LV,,0,MN1,l,1,1,visual,N,,,F4B,Larvae damaged could not be measured,
EM,        2019NL016,Clupea harengus,LV,,30,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL016,Clupea harengus,LV,,31,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL019,Clupea harengus,LV,,34,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL022,Clupea harengus,LV,,0,MN1,l,1,1,visual,N,,,F4B,Larvae damaged could not be measured,
EM,        2019NL023,Clupea harengus,LV,,33,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL024,Clupea harengus,LV,,16,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL026,Clupea harengus,LV,,35,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL031,Clupea harengus,LV,,0,MN1,l,1,1,visual,N,,,Fresh,Larvae damaged could not be measured,
EM,        2019NL033,Clupea harengus,LV,,32,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL033,Clupea harengus,LV,,33,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL033,Clupea harengus,LV,,28,MN1,l,2,1,visual,N,,,F4B,,
EM,        2019NL033,Clupea harengus,LV,,30,MN1,l,2,1,visual,N,,,F4B,,
EM,        2019NL034,Clupea harengus,LV,,0,MN1,l,1,1,visual,N,,,F4B,Larvae damaged could not be measured,
EM,        2019NL035,Clupea harengus,LV,,27,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL036,Clupea harengus,LV,,22,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL036,Clupea harengus,LV,,25,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL036,Clupea harengus,LV,,26,MN1,l,2,1,visual,N,,,Fresh,,
EM,        2019NL036,Clupea harengus,LV,,28,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL036,Clupea harengus,LV,,29,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL036,Clupea harengus,LV,,30,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL036,Clupea harengus,LV,,0,MN1,l,1,1,visual,N,,,Fresh,Larvae damaged could not be measured,
EM,        2019NL038,Clupea harengus,LV,,34,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL038,Clupea harengus,LV,,36,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL038,Clupea harengus,LV,,0,MN1,l,1,1,visual,N,,,F4B,Larvae damaged could not be measured,
EM,        2019NL039,Clupea harengus,LV,,26,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL039,Clupea harengus,LV,,36,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL043,Clupea harengus,LV,,0,MN1,l,1,1,visual,N,,,F4B,Larvae damaged could not be measured,
EM,        2019NL048,Clupea harengus,LV,,26,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL048,Clupea harengus,LV,,27,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL048,Clupea harengus,LV,,30,MN1,l,2,1,visual,N,,,Fresh,,
EM,        2019NL048,Clupea harengus,LV,,0,MN1,l,4,1,visual,N,,,Fresh,Larvae damaged could not be measured,
EM,        2019NL049,Clupea harengus,LV,,23,MN1,l,2,1,visual,N,,,Fresh,,
EM,        2019NL049,Clupea harengus,LV,,25,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL049,Clupea harengus,LV,,26,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL049,Clupea harengus,LV,,27,MN1,l,4,1,visual,N,,,Fresh,,
EM,        2019NL049,Clupea harengus,LV,,28,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL049,Clupea harengus,LV,,21,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL049,Clupea harengus,LV,,22,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL049,Clupea harengus,LV,,23,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL049,Clupea harengus,LV,,24,MN1,l,6,1,visual,N,,,F4B,,
EM,        2019NL049,Clupea harengus,LV,,25,MN1,l,9,1,visual,N,,,F4B,,
EM,        2019NL049,Clupea harengus,LV,,26,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL049,Clupea harengus,LV,,27,MN1,l,2,1,visual,N,,,F4B,,
EM,        2019NL049,Clupea harengus,LV,,0,MN1,l,1,1,visual,N,,,Fresh,Larvae damaged could not be measured,
EM,        2019NL050,Clupea harengus,LV,,22,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL050,Clupea harengus,LV,,23,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL050,Clupea harengus,LV,,24,MN1,l,2,1,visual,N,,,Fresh,,
EM,        2019NL050,Clupea harengus,LV,,29,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL050,Clupea harengus,LV,,30,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL050,Clupea harengus,LV,,20,MN1,l,5,1,visual,N,,,F4B,,
EM,        2019NL050,Clupea harengus,LV,,21,MN1,l,3,1,visual,N,,,F4B,,
EM,        2019NL050,Clupea harengus,LV,,22,MN1,l,2,1,visual,N,,,F4B,,
EM,        2019NL050,Clupea harengus,LV,,23,MN1,l,4,1,visual,N,,,F4B,,
EM,        2019NL050,Clupea harengus,LV,,24,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL050,Clupea harengus,LV,,25,MN1,l,5,1,visual,N,,,F4B,,
EM,        2019NL050,Clupea harengus,LV,,26,MN1,l,3,1,visual,N,,,F4B,,
EM,        2019NL050,Clupea harengus,LV,,29,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL051,Clupea harengus,LV,,21,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL051,Clupea harengus,LV,,22,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL051,Clupea harengus,LV,,23,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL051,Clupea harengus,LV,,24,MN1,l,5,1,visual,N,,,Fresh,,
EM,        2019NL051,Clupea harengus,LV,,25,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL051,Clupea harengus,LV,,26,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL051,Clupea harengus,LV,,27,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL051,Clupea harengus,LV,,29,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL051,Clupea harengus,LV,,20,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL051,Clupea harengus,LV,,21,MN1,l,4,1,visual,N,,,F4B,,
EM,        2019NL051,Clupea harengus,LV,,22,MN1,l,2,1,visual,N,,,F4B,,
EM,        2019NL051,Clupea harengus,LV,,23,MN1,l,2,1,visual,N,,,F4B,,
